"Codigo Departamento","Código Municipio","Código Centro Poblado","Nombre Departamento","Nombre Municipio","Nombre Centro Poblado","Tipo"
"05","05001","05001000","Antioquia","MEDELLÍN","MEDELLÍN","CM"
"05","05001","05001001","Antioquia","MEDELLÍN","PALMITAS","C"
"05","05001","05001004","Antioquia","MEDELLÍN","SANTA ELENA","C"
"05","05001","05001005","Antioquia","MEDELLÍN","PEDREGAL ALTO","IPM"
"05","05001","05001009","Antioquia","MEDELLÍN","ALTAVISTA","C"
"05","05001","05001010","Antioquia","MEDELLÍN","AGUAS FRÍAS","CP"
"05","05001","05001012","Antioquia","MEDELLÍN","LA LOMA","CP"
"05","05001","05001013","Antioquia","MEDELLÍN","SAN JOSÉ DEL MANZANILLO","CP"
"05","05001","05001014","Antioquia","MEDELLÍN","BARRO BLANCO","CP"
"05","05001","05001015","Antioquia","MEDELLÍN","EL CERRO","CP"
"05","05001","05001017","Antioquia","MEDELLÍN","EL PATIO","CP"
"05","05001","05001018","Antioquia","MEDELLÍN","EL PLACER","CP"
"05","05001","05001019","Antioquia","MEDELLÍN","EL PLAN","CP"
"05","05001","05001020","Antioquia","MEDELLÍN","EL TESORO","CP"
"05","05001","05001022","Antioquia","MEDELLÍN","LA ALDEA","CP"
"05","05001","05001023","Antioquia","MEDELLÍN","LA CUCHILLA","CP"
"05","05001","05001024","Antioquia","MEDELLÍN","LA FLORIDA","CP"
"05","05001","05001025","Antioquia","MEDELLÍN","LA PALMA","CP"
"05","05001","05001027","Antioquia","MEDELLÍN","LAS PLAYAS","CP"
"05","05001","05001029","Antioquia","MEDELLÍN","PIEDRA GORDA","CP"
"05","05001","05001031","Antioquia","MEDELLÍN","POTRERITO","CP"
"05","05001","05001032","Antioquia","MEDELLÍN","TRAVESIAS","CP"
"05","05001","05001033","Antioquia","MEDELLÍN","URQUITA","CP"
"05","05001","05001034","Antioquia","MEDELLÍN","BARRIOS DE JESÚS","CP"
"05","05001","05001035","Antioquia","MEDELLÍN","BOQUERÓN","CP"
"05","05001","05001036","Antioquia","MEDELLÍN","CHACALTAYA","CP"
"05","05001","05001037","Antioquia","MEDELLÍN","EL CORAZÓN","CP"
"05","05001","05001038","Antioquia","MEDELLÍN","EL JARDÍN","CP"
"05","05001","05001039","Antioquia","MEDELLÍN","EL LLANO 1","CP"
"05","05001","05001040","Antioquia","MEDELLÍN","EL LLANO 2","CP"
"05","05001","05001041","Antioquia","MEDELLÍN","EL UVITO","CP"
"05","05001","05001042","Antioquia","MEDELLÍN","LA AVANZADA","CP"
"05","05001","05001043","Antioquia","MEDELLÍN","LA CRUZ","CP"
"05","05001","05001044","Antioquia","MEDELLÍN","LA ESPERANZA","CP"
"05","05001","05001045","Antioquia","MEDELLÍN","LA FRISOLA","CP"
"05","05001","05001046","Antioquia","MEDELLÍN","LA GABRIELA","CP"
"05","05001","05001047","Antioquia","MEDELLÍN","LA LADERA","CP"
"05","05001","05001048","Antioquia","MEDELLÍN","LA VERDE","CP"
"05","05001","05001049","Antioquia","MEDELLÍN","LA VOLCANA","CP"
"05","05001","05001050","Antioquia","MEDELLÍN","LOS NARANJOS","CP"
"05","05001","05001051","Antioquia","MEDELLÍN","LLANADITAS","CP"
"05","05001","05001052","Antioquia","MEDELLÍN","MATASANO","CP"
"05","05001","05001053","Antioquia","MEDELLÍN","MATASANO 1","CP"
"05","05001","05001054","Antioquia","MEDELLÍN","MATASANO 2","CP"
"05","05001","05001055","Antioquia","MEDELLÍN","MAZO","CP"
"05","05001","05001056","Antioquia","MEDELLÍN","MAZO 1","CP"
"05","05001","05001057","Antioquia","MEDELLÍN","MEDIA LUNA","CP"
"05","05001","05001058","Antioquia","MEDELLÍN","MEDIA LUNA 1","CP"
"05","05001","05001059","Antioquia","MEDELLÍN","MIRADOR DEL POBLADO","CP"
"05","05001","05001060","Antioquia","MEDELLÍN","OCHO DE MARZO","CP"
"05","05001","05001061","Antioquia","MEDELLÍN","ORIENTE","CP"
"05","05001","05001062","Antioquia","MEDELLÍN","POTRERA MISERENGA","CP"
"05","05001","05001063","Antioquia","MEDELLÍN","SAN JOSÉ DE LA MONTAÑA","CP"
"05","05001","05001064","Antioquia","MEDELLÍN","VERSALLES","CP"
"05","05001","05001065","Antioquia","MEDELLÍN","YOLOMBO","CP"
"05","05002","05002000","Antioquia","ABEJORRAL","ABEJORRAL","CM"
"05","05002","05002001","Antioquia","ABEJORRAL","CHAGUALAL","CAS"
"05","05002","05002002","Antioquia","ABEJORRAL","PANTANILLO","C"
"05","05002","05002006","Antioquia","ABEJORRAL","PURIMA","CAS"
"05","05002","05002007","Antioquia","ABEJORRAL","PORTUGAL","CAS"
"05","05002","05002010","Antioquia","ABEJORRAL","EL CAIRO","CAS"
"05","05002","05002013","Antioquia","ABEJORRAL","CANTERAS","CAS"
"05","05002","05002015","Antioquia","ABEJORRAL","EL GUAICO","C"
"05","05002","05002016","Antioquia","ABEJORRAL","LAS CANOAS","CAS"
"05","05004","05004000","Antioquia","ABRIAQUÍ","ABRIAQUÍ","CM"
"05","05004","05004002","Antioquia","ABRIAQUÍ","LA ANTIGUA","C"
"05","05021","05021000","Antioquia","ALEJANDRÍA","ALEJANDRÍA","CM"
"05","05030","05030000","Antioquia","AMAGÁ","AMAGÁ","CM"
"05","05030","05030001","Antioquia","AMAGÁ","CAMILO C","CP"
"05","05030","05030002","Antioquia","AMAGÁ","EL CEDRO","CP"
"05","05030","05030003","Antioquia","AMAGÁ","LA CLARITA","CP"
"05","05030","05030011","Antioquia","AMAGÁ","MINAS","CP"
"05","05031","05031000","Antioquia","AMALFI","AMALFI","CM"
"05","05031","05031004","Antioquia","AMALFI","PORTACHUELO","C"
"05","05031","05031005","Antioquia","AMALFI","ARENAS BLANCAS","CAS"
"05","05031","05031006","Antioquia","AMALFI","EL ZACATIN","CAS"
"05","05031","05031007","Antioquia","AMALFI","LA GUAYANA","CAS"
"05","05034","05034000","Antioquia","ANDES","ANDES","CM"
"05","05034","05034001","Antioquia","ANDES","BUENOS AIRES","C"
"05","05034","05034003","Antioquia","ANDES","SAN JOSÉ","C"
"05","05034","05034006","Antioquia","ANDES","SANTA RITA","C"
"05","05034","05034007","Antioquia","ANDES","TAPARTÓ","C"
"05","05034","05034012","Antioquia","ANDES","SANTA INÉS","C"
"05","05034","05034014","Antioquia","ANDES","SAN BARTOLO","CP"
"05","05034","05034015","Antioquia","ANDES","LA CHAPARRALA","C"
"05","05036","05036000","Antioquia","ANGELÓPOLIS","ANGELÓPOLIS","CM"
"05","05036","05036001","Antioquia","ANGELÓPOLIS","LA ESTACIÓN","C"
"05","05036","05036004","Antioquia","ANGELÓPOLIS","SAN ISIDRO","CAS"
"05","05036","05036007","Antioquia","ANGELÓPOLIS","LA CLARA","CAS"
"05","05036","05036010","Antioquia","ANGELÓPOLIS","SANTA RITA","CAS"
"05","05036","05036011","Antioquia","ANGELÓPOLIS","CIENAGUITA","CAS"
"05","05038","05038000","Antioquia","ANGOSTURA","ANGOSTURA","CM"
"05","05038","05038008","Antioquia","ANGOSTURA","LLANOS DE CUIBA","C"
"05","05040","05040000","Antioquia","ANORÍ","ANORÍ","CM"
"05","05040","05040002","Antioquia","ANORÍ","LIBERIA","C"
"05","05040","05040003","Antioquia","ANORÍ","MONTEFRÍO","C"
"05","05040","05040004","Antioquia","ANORÍ","SANTO DOMINGO","IPD"
"05","05040","05040005","Antioquia","ANORÍ","CRISTALINAS","IPD"
"05","05040","05040006","Antioquia","ANORÍ","LAS NIEVES","IPD"
"05","05040","05040007","Antioquia","ANORÍ","MADRE SECA","IPD"
"05","05042","05042000","Antioquia","SANTA FÉ DE ANTIOQUIA","SANTA FÉ DE ANTIOQUIA","CM"
"05","05042","05042001","Antioquia","SANTA FÉ DE ANTIOQUIA","CATIVO","C"
"05","05042","05042002","Antioquia","SANTA FÉ DE ANTIOQUIA","GUASABRA","C"
"05","05042","05042003","Antioquia","SANTA FÉ DE ANTIOQUIA","LAS AZULES","C"
"05","05042","05042004","Antioquia","SANTA FÉ DE ANTIOQUIA","TONUSCO ARRIBA","C"
"05","05042","05042006","Antioquia","SANTA FÉ DE ANTIOQUIA","EL PESCADO","IPD"
"05","05042","05042007","Antioquia","SANTA FÉ DE ANTIOQUIA","SABANAS","C"
"05","05044","05044000","Antioquia","ANZÁ","ANZÁ","CM"
"05","05044","05044001","Antioquia","ANZÁ","GUINTAR","C"
"05","05044","05044002","Antioquia","ANZÁ","LA CHOLINA","CAS"
"05","05044","05044003","Antioquia","ANZÁ","LOS LLANOS","CAS"
"05","05044","05044005","Antioquia","ANZÁ","LA CEJITA","IPD"
"05","05044","05044006","Antioquia","ANZÁ","LA HIGUINA","IPD"
"05","05045","05045000","Antioquia","APARTADÓ","APARTADÓ","CM"
"05","05045","05045001","Antioquia","APARTADÓ","SAN JOSÉ DE APARTADÓ","C"
"05","05045","05045002","Antioquia","APARTADÓ","CHURIDÓ","C"
"05","05045","05045003","Antioquia","APARTADÓ","ZUNGO CARRETERA","CAS"
"05","05045","05045007","Antioquia","APARTADÓ","LOS NARANJALES","CAS"
"05","05045","05045008","Antioquia","APARTADÓ","VIJAGUAL","CAS"
"05","05045","05045009","Antioquia","APARTADÓ","EL REPOSO","CAS"
"05","05045","05045011","Antioquia","APARTADÓ","EL SALVADOR","CP"
"05","05045","05045014","Antioquia","APARTADÓ","PUERTO GIRON","CP"
"05","05051","05051000","Antioquia","ARBOLETES","ARBOLETES","CM"
"05","05051","05051001","Antioquia","ARBOLETES","BUENOS AIRES","C"
"05","05051","05051003","Antioquia","ARBOLETES","EL CARMELO","C"
"05","05051","05051005","Antioquia","ARBOLETES","LAS NARANJITAS","C"
"05","05051","05051008","Antioquia","ARBOLETES","EL YESO","CAS"
"05","05051","05051009","Antioquia","ARBOLETES","LA TRINIDAD","C"
"05","05051","05051010","Antioquia","ARBOLETES","LAS PLATAS (SANTAFÉ)","IPD"
"05","05051","05051011","Antioquia","ARBOLETES","LA CANDELARIA","C"
"05","05051","05051014","Antioquia","ARBOLETES","EL GUADUAL","CAS"
"05","05051","05051015","Antioquia","ARBOLETES","ARENOSA CARMELO","CP"
"05","05051","05051016","Antioquia","ARBOLETES","BARRANCUDA","CP"
"05","05051","05051017","Antioquia","ARBOLETES","LA ATOYOSA","CP"
"05","05051","05051018","Antioquia","ARBOLETES","PUEBLO CHINO","CP"
"05","05051","05051019","Antioquia","ARBOLETES","SAN JOSÉ DEL CARMELO","CP"
"05","05055","05055000","Antioquia","ARGELIA","ARGELIA","CM"
"05","05059","05059000","Antioquia","ARMENIA","ARMENIA","CM"
"05","05059","05059001","Antioquia","ARMENIA","LA HERRADURA","C"
"05","05059","05059002","Antioquia","ARMENIA","LA LOMA","CAS"
"05","05059","05059003","Antioquia","ARMENIA","EL SOCORRO","CAS"
"05","05059","05059004","Antioquia","ARMENIA","MOJONES","CAS"
"05","05059","05059005","Antioquia","ARMENIA","CARTAGÜEÑO","CP"
"05","05059","05059006","Antioquia","ARMENIA","FILO SECO","CP"
"05","05059","05059007","Antioquia","ARMENIA","LA PESCADORA","CP"
"05","05059","05059008","Antioquia","ARMENIA","LA QUIEBRA","CP"
"05","05059","05059009","Antioquia","ARMENIA","PALMICHAL","CP"
"05","05059","05059010","Antioquia","ARMENIA","PALO BLANCO","CP"
"05","05079","05079000","Antioquia","BARBOSA","BARBOSA","CM"
"05","05079","05079001","Antioquia","BARBOSA","HATILLO","C"
"05","05079","05079006","Antioquia","BARBOSA","EL TABLAZO","CAS"
"05","05079","05079007","Antioquia","BARBOSA","EL VERDE","CAS"
"05","05079","05079010","Antioquia","BARBOSA","EL GUAYABO","CAS"
"05","05079","05079011","Antioquia","BARBOSA","LAS VICTORIAS","CAS"
"05","05079","05079013","Antioquia","BARBOSA","AGUAS CLARAS","CAS"
"05","05079","05079014","Antioquia","BARBOSA","POPALITO","C"
"05","05079","05079015","Antioquia","BARBOSA","FILOVERDE","C"
"05","05079","05079016","Antioquia","BARBOSA","YARUMITO","C"
"05","05079","05079017","Antioquia","BARBOSA","TABLAZO HATILLO","CP"
"05","05086","05086000","Antioquia","BELMIRA","BELMIRA","CM"
"05","05086","05086001","Antioquia","BELMIRA","LABORES","C"
"05","05086","05086002","Antioquia","BELMIRA","QUEBRADITAS","CAS"
"05","05086","05086004","Antioquia","BELMIRA","PLAYAS","IPM"
"05","05088","05088000","Antioquia","BELLO","BELLO","CM"
"05","05088","05088013","Antioquia","BELLO","SAN FÉLIX","C"
"05","05088","05088018","Antioquia","BELLO","EL PINAR","CP"
"05","05088","05088020","Antioquia","BELLO","EL ALBERGUE","CP"
"05","05088","05088021","Antioquia","BELLO","HATO VIEJO","CP"
"05","05088","05088022","Antioquia","BELLO","LA CHINA","CP"
"05","05088","05088023","Antioquia","BELLO","LA UNIÓN","CP"
"05","05091","05091000","Antioquia","BETANIA","BETANIA","CM"
"05","05091","05091003","Antioquia","BETANIA","SAN LUIS","CP"
"05","05093","05093000","Antioquia","BETULIA","BETULIA","CM"
"05","05093","05093001","Antioquia","BETULIA","ALTAMIRA","C"
"05","05101","05101000","Antioquia","CIUDAD BOLÍVAR","CIUDAD BOLÍVAR","CM"
"05","05101","05101002","Antioquia","CIUDAD BOLÍVAR","SAN BERNARDO DE LOS FARALLONES","C"
"05","05101","05101006","Antioquia","CIUDAD BOLÍVAR","ALFONSO LÓPEZ (SAN GREGORIO)","C"
"05","05101","05101007","Antioquia","CIUDAD BOLÍVAR","LA LINDA","C"
"05","05101","05101008","Antioquia","CIUDAD BOLÍVAR","VILLA ALEGRÍA","CP"
"05","05107","05107000","Antioquia","BRICEÑO","BRICEÑO","CM"
"05","05107","05107001","Antioquia","BRICEÑO","BERLÍN (PUEBLO NUEVO)","C"
"05","05107","05107002","Antioquia","BRICEÑO","EL ROBLAL","IP"
"05","05107","05107003","Antioquia","BRICEÑO","LAS AURAS","C"
"05","05113","05113000","Antioquia","BURITICÁ","BURITICÁ","CM"
"05","05113","05113001","Antioquia","BURITICÁ","EL NARANJO","IPD"
"05","05113","05113002","Antioquia","BURITICÁ","GUARCO","IPD"
"05","05113","05113003","Antioquia","BURITICÁ","TABACAL","C"
"05","05113","05113004","Antioquia","BURITICÁ","URARCO","C"
"05","05113","05113005","Antioquia","BURITICÁ","LA ANGELINA","IPD"
"05","05120","05120000","Antioquia","CÁCERES","CÁCERES","CM"
"05","05120","05120002","Antioquia","CÁCERES","EL JARDÍN (TAMANÁ)","C"
"05","05120","05120003","Antioquia","CÁCERES","GUARUMO","C"
"05","05120","05120004","Antioquia","CÁCERES","MANIZALES","C"
"05","05120","05120006","Antioquia","CÁCERES","PUERTO BÉLGICA","C"
"05","05120","05120010","Antioquia","CÁCERES","PIAMONTE","C"
"05","05120","05120011","Antioquia","CÁCERES","NUEVA ESPERANZA","IPM"
"05","05120","05120012","Antioquia","CÁCERES","RÍO MAN","CAS"
"05","05125","05125000","Antioquia","CAICEDO","CAICEDO","CM"
"05","05125","05125001","Antioquia","CAICEDO","ASESÍ","CAS"
"05","05125","05125002","Antioquia","CAICEDO","LA SALAZAR","C"
"05","05129","05129000","Antioquia","CALDAS","CALDAS","CM"
"05","05129","05129001","Antioquia","CALDAS","EL CAÑO","CP"
"05","05129","05129002","Antioquia","CALDAS","LA RAYA","CP"
"05","05129","05129004","Antioquia","CALDAS","LA MIEL","CP"
"05","05129","05129005","Antioquia","CALDAS","LA CORRALA","CP"
"05","05129","05129006","Antioquia","CALDAS","PRIMAVERA","CP"
"05","05129","05129007","Antioquia","CALDAS","EL RAIZAL","CP"
"05","05129","05129008","Antioquia","CALDAS","LA CLARA","CP"
"05","05129","05129009","Antioquia","CALDAS","LA QUIEBRA","CP"
"05","05129","05129010","Antioquia","CALDAS","LA SALADA PARTE BAJA","CP"
"05","05129","05129011","Antioquia","CALDAS","LA TOLVA","CP"
"05","05129","05129012","Antioquia","CALDAS","LA VALERIA","CP"
"05","05134","05134000","Antioquia","CAMPAMENTO","CAMPAMENTO","CM"
"05","05134","05134001","Antioquia","CAMPAMENTO","LA CHIQUITA","IPD"
"05","05134","05134002","Antioquia","CAMPAMENTO","LA SOLITA","IPD"
"05","05134","05134003","Antioquia","CAMPAMENTO","LLANADAS","CAS"
"05","05134","05134005","Antioquia","CAMPAMENTO","MORROPELÓN","CAS"
"05","05134","05134008","Antioquia","CAMPAMENTO","LOS CHORROS","CAS"
"05","05138","05138000","Antioquia","CAÑASGORDAS","CAÑASGORDAS","CM"
"05","05138","05138001","Antioquia","CAÑASGORDAS","BUENOS AIRES","CAS"
"05","05138","05138002","Antioquia","CAÑASGORDAS","CESTILLAL","C"
"05","05138","05138003","Antioquia","CAÑASGORDAS","JUNTAS DE URAMITA","C"
"05","05138","05138005","Antioquia","CAÑASGORDAS","SAN PASCUAL","C"
"05","05138","05138006","Antioquia","CAÑASGORDAS","VERSALLES","CAS"
"05","05138","05138007","Antioquia","CAÑASGORDAS","LA BALSA","C"
"05","05138","05138008","Antioquia","CAÑASGORDAS","EL MADERO","IPD"
"05","05142","05142000","Antioquia","CARACOLÍ","CARACOLÍ","CM"
"05","05142","05142001","Antioquia","CARACOLÍ","SARDINAS","CAS"
"05","05142","05142002","Antioquia","CARACOLÍ","CASCARON","IPD"
"05","05142","05142003","Antioquia","CARACOLÍ","EL BAGRE","IPD"
"05","05142","05142004","Antioquia","CARACOLÍ","LAS ÁGUILAS","IPD"
"05","05145","05145000","Antioquia","CARAMANTA","CARAMANTA","CM"
"05","05145","05145001","Antioquia","CARAMANTA","ALEGRÍAS","C"
"05","05145","05145002","Antioquia","CARAMANTA","SUCRE","C"
"05","05145","05145003","Antioquia","CARAMANTA","BARRO BLANCO","C"
"05","05145","05145004","Antioquia","CARAMANTA","CHIRAPOTÓ","CAS"
"05","05147","05147000","Antioquia","CAREPA","CAREPA","CM"
"05","05147","05147003","Antioquia","CAREPA","PIEDRAS BLANCAS","C"
"05","05147","05147004","Antioquia","CAREPA","ZUNGO EMBARCADERO - PUEBLO NUEVO","C"
"05","05147","05147005","Antioquia","CAREPA","ZUNGO EMBARCADERO - 11 DE NOVIEMBRE","C"
"05","05147","05147006","Antioquia","CAREPA","CASA VERDE","CAS"
"05","05147","05147007","Antioquia","CAREPA","EL ENCANTO","CAS"
"05","05147","05147008","Antioquia","CAREPA","ZUNGO EMBARCADERO - 28 DE OCTUBRE","C"
"05","05148","05148000","Antioquia","EL CARMEN DE VIBORAL","EL CARMEN DE VIBORAL","CM"
"05","05148","05148003","Antioquia","EL CARMEN DE VIBORAL","AGUAS CLARAS","C"
"05","05148","05148005","Antioquia","EL CARMEN DE VIBORAL","LA CHAPA","C"
"05","05148","05148008","Antioquia","EL CARMEN DE VIBORAL","LA AURORA - LAS BRISAS","CAS"
"05","05150","05150000","Antioquia","CAROLINA","CAROLINA","CM"
"05","05154","05154000","Antioquia","CAUCASIA","CAUCASIA","CM"
"05","05154","05154003","Antioquia","CAUCASIA","CUTURÚ","C"
"05","05154","05154006","Antioquia","CAUCASIA","MARGENTO","C"
"05","05154","05154007","Antioquia","CAUCASIA","PUERTO COLOMBIA","C"
"05","05154","05154008","Antioquia","CAUCASIA","PALANCA","C"
"05","05154","05154009","Antioquia","CAUCASIA","PALOMAR","C"
"05","05154","05154012","Antioquia","CAUCASIA","SANTA ROSITA","C"
"05","05154","05154013","Antioquia","CAUCASIA","CARACOLÍ","CAS"
"05","05154","05154020","Antioquia","CAUCASIA","PUERTO TRIANA","C"
"05","05154","05154022","Antioquia","CAUCASIA","LA ILUSIÓN","C"
"05","05154","05154023","Antioquia","CAUCASIA","CACERÍ","C"
"05","05154","05154024","Antioquia","CAUCASIA","EL PANDO","C"
"05","05154","05154025","Antioquia","CAUCASIA","CAMPO ALEGRE","C"
"05","05154","05154026","Antioquia","CAUCASIA","EL CHINO","CP"
"05","05154","05154027","Antioquia","CAUCASIA","LA ESMERALDA","CP"
"05","05154","05154028","Antioquia","CAUCASIA","LA UNION","CP"
"05","05154","05154030","Antioquia","CAUCASIA","PUERTO ESPAÑA","CP"
"05","05154","05154031","Antioquia","CAUCASIA","VILLA DEL SOCORRO","CP"
"05","05172","05172000","Antioquia","CHIGORODÓ","CHIGORODÓ","CM"
"05","05172","05172003","Antioquia","CHIGORODÓ","BARRANQUILLITA","C"
"05","05172","05172007","Antioquia","CHIGORODÓ","GUAPA CARRETERAS","CP"
"05","05172","05172013","Antioquia","CHIGORODÓ","JURADO","CP"
"05","05190","05190000","Antioquia","CISNEROS","CISNEROS","CM"
"05","05190","05190002","Antioquia","CISNEROS","FÁTIMA","CAS"
"05","05190","05190004","Antioquia","CISNEROS","EL LIMÓN","IPM"
"05","05197","05197000","Antioquia","COCORNÁ","COCORNÁ","CM"
"05","05197","05197001","Antioquia","COCORNÁ","AGUA LINDA","IPD"
"05","05197","05197005","Antioquia","COCORNÁ","LA PIÑUELA","IPD"
"05","05197","05197007","Antioquia","COCORNÁ","LAS CRUCES","IPD"
"05","05197","05197009","Antioquia","COCORNÁ","LA PRIMAVERA","IPD"
"05","05197","05197010","Antioquia","COCORNÁ","LA FLORIDA","IPD"
"05","05197","05197011","Antioquia","COCORNÁ","LA GRANJA","IPD"
"05","05197","05197012","Antioquia","COCORNÁ","PAILANIA","IPD"
"05","05206","05206000","Antioquia","CONCEPCIÓN","CONCEPCIÓN","CM"
"05","05209","05209000","Antioquia","CONCORDIA","CONCORDIA","CM"
"05","05209","05209001","Antioquia","CONCORDIA","EL SOCORRO","C"
"05","05209","05209006","Antioquia","CONCORDIA","EL GOLPE","IPD"
"05","05209","05209007","Antioquia","CONCORDIA","SALAZAR","CAS"
"05","05212","05212000","Antioquia","COPACABANA","COPACABANA","CM"
"05","05212","05212005","Antioquia","COPACABANA","SALADO","CAS"
"05","05212","05212008","Antioquia","COPACABANA","CABUYAL","CAS"
"05","05212","05212011","Antioquia","COPACABANA","ZARZAL (LA LUZ)","CAS"
"05","05212","05212014","Antioquia","COPACABANA","ALVARADO","CAS"
"05","05212","05212018","Antioquia","COPACABANA","EL CONVENTO","CP"
"05","05212","05212019","Antioquia","COPACABANA","EL NORAL","CP"
"05","05234","05234000","Antioquia","DABEIBA","DABEIBA","CM"
"05","05234","05234003","Antioquia","DABEIBA","GALILEA","IPD"
"05","05234","05234004","Antioquia","DABEIBA","SAN JOSÉ DE URAMA (URAMAGRANDE)","C"
"05","05234","05234007","Antioquia","DABEIBA","CARRA","CAS"
"05","05234","05234008","Antioquia","DABEIBA","ARMENIA - CAMPARRUSIA","C"
"05","05234","05234009","Antioquia","DABEIBA","LLANO GRANDE","IPD"
"05","05234","05234010","Antioquia","DABEIBA","LAS CRUCES DE URAMA","IPD"
"05","05234","05234011","Antioquia","DABEIBA","ARENERA","IPD"
"05","05234","05234012","Antioquia","DABEIBA","CHIMIANDÓ","IPD"
"05","05234","05234014","Antioquia","DABEIBA","EL BOTÓN","CAS"
"05","05234","05234015","Antioquia","DABEIBA","CAMPARRUSIA","CAS"
"05","05234","05234016","Antioquia","DABEIBA","EL ENCIERRO","CP"
"05","05237","05237000","Antioquia","DONMATÍAS","DONMATÍAS","CM"
"05","05237","05237001","Antioquia","DONMATÍAS","BELLAVISTA","C"
"05","05237","05237002","Antioquia","DONMATÍAS","RIOGRANDE","IPD"
"05","05240","05240000","Antioquia","EBÉJICO","EBÉJICO","CM"
"05","05240","05240001","Antioquia","EBÉJICO","BRASIL","C"
"05","05240","05240003","Antioquia","EBÉJICO","SEVILLA","C"
"05","05250","05250000","Antioquia","EL BAGRE","EL BAGRE","CM"
"05","05250","05250002","Antioquia","EL BAGRE","PUERTO CLAVER","C"
"05","05250","05250004","Antioquia","EL BAGRE","PUERTO LÓPEZ","C"
"05","05250","05250005","Antioquia","EL BAGRE","EL REAL","CAS"
"05","05250","05250006","Antioquia","EL BAGRE","LA CORONA","CP"
"05","05250","05250007","Antioquia","EL BAGRE","LAS NEGRITAS","CP"
"05","05250","05250009","Antioquia","EL BAGRE","SANTA BÁRBARA","CP"
"05","05250","05250010","Antioquia","EL BAGRE","MUQUI","CP"
"05","05264","05264000","Antioquia","ENTRERRÍOS","ENTRERRÍOS","CM"
"05","05266","05266000","Antioquia","ENVIGADO","ENVIGADO","CM"
"05","05266","05266001","Antioquia","ENVIGADO","LAS PALMAS","IPM"
"05","05282","05282000","Antioquia","FREDONIA","FREDONIA","CM"
"05","05282","05282002","Antioquia","FREDONIA","LOS PALOMOS","C"
"05","05282","05282003","Antioquia","FREDONIA","MINAS","IPD"
"05","05282","05282004","Antioquia","FREDONIA","PUENTE IGLESIAS","IPD"
"05","05282","05282005","Antioquia","FREDONIA","MARSELLA","IPD"
"05","05282","05282006","Antioquia","FREDONIA","COMBIA GRANDE","CAS"
"05","05282","05282007","Antioquia","FREDONIA","ZABALETAS","CAS"
"05","05282","05282008","Antioquia","FREDONIA","EL ZANCUDO","IPD"
"05","05282","05282009","Antioquia","FREDONIA","LA LOMA DEL PLAN","IPD"
"05","05282","05282010","Antioquia","FREDONIA","EL PLAN","CAS"
"05","05282","05282012","Antioquia","FREDONIA","UVITAL","CAS"
"05","05282","05282014","Antioquia","FREDONIA","PIEDRA VERDE","IPD"
"05","05284","05284000","Antioquia","FRONTINO","FRONTINO","CM"
"05","05284","05284001","Antioquia","FRONTINO","CARAUTA","C"
"05","05284","05284002","Antioquia","FRONTINO","EL CERRO","C"
"05","05284","05284003","Antioquia","FRONTINO","CHONTADURO","C"
"05","05284","05284004","Antioquia","FRONTINO","MURRÍ","C"
"05","05284","05284005","Antioquia","FRONTINO","MUSINGA","C"
"05","05284","05284006","Antioquia","FRONTINO","NUTIBARA","C"
"05","05284","05284007","Antioquia","FRONTINO","PONTÓN","C"
"05","05284","05284008","Antioquia","FRONTINO","FUEMÍA","C"
"05","05284","05284010","Antioquia","FRONTINO","SAN LAZARO","CAS"
"05","05284","05284011","Antioquia","FRONTINO","NOBOGA","C"
"05","05284","05284012","Antioquia","FRONTINO","JENGAMECODA","C"
"05","05284","05284013","Antioquia","FRONTINO","EL MADERO","C"
"05","05284","05284014","Antioquia","FRONTINO","PANTANOS","C"
"05","05284","05284015","Antioquia","FRONTINO","LA CLARITA - LAS MINAS","C"
"05","05306","05306000","Antioquia","GIRALDO","GIRALDO","CM"
"05","05306","05306001","Antioquia","GIRALDO","MANGLAR","C"
"05","05306","05306002","Antioquia","GIRALDO","PINGURO","C"
"05","05306","05306005","Antioquia","GIRALDO","SIERRITA","CP"
"05","05308","05308000","Antioquia","GIRARDOTA","GIRARDOTA","CM"
"05","05308","05308009","Antioquia","GIRARDOTA","CABILDO","IPD"
"05","05308","05308010","Antioquia","GIRARDOTA","LAS CUCHICHAS","CAS"
"05","05308","05308011","Antioquia","GIRARDOTA","JAMUNDÍ","CAS"
"05","05308","05308013","Antioquia","GIRARDOTA","LA CALLE","CP"
"05","05308","05308014","Antioquia","GIRARDOTA","SAN ESTEBAN","CP"
"05","05310","05310000","Antioquia","GÓMEZ PLATA","GÓMEZ PLATA","CM"
"05","05310","05310001","Antioquia","GÓMEZ PLATA","EL SALTO","C"
"05","05310","05310002","Antioquia","GÓMEZ PLATA","SAN MATÍAS","C"
"05","05310","05310003","Antioquia","GÓMEZ PLATA","LA ESTRELLA","C"
"05","05310","05310004","Antioquia","GÓMEZ PLATA","VEGA DE BOTERO","CAS"
"05","05310","05310005","Antioquia","GÓMEZ PLATA","CAÑAVERAL","CP"
"05","05310","05310006","Antioquia","GÓMEZ PLATA","EL BRASIL","CP"
"05","05310","05310007","Antioquia","GÓMEZ PLATA","EL CERRO","CP"
"05","05313","05313000","Antioquia","GRANADA","GRANADA","CM"
"05","05313","05313001","Antioquia","GRANADA","SANTA ANA","C"
"05","05313","05313004","Antioquia","GRANADA","LOS MEDIOS","IPD"
